,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_base_estimator__max_depth,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
49,7.77872908115387,1.0321158170700073,0.13726270198822021,0.004745125770568848,7,0.1,100,"{'base_estimator__max_depth': 7, 'learning_rate': 0.1, 'n_estimators': 100}",0.9549883990719258,0.9503019043195541,0.9526462395543176,0.002343247123665278,32
50,14.75778615474701,0.6500231027603149,0.43625974655151367,0.010689258575439453,7,0.1,150,"{'base_estimator__max_depth': 7, 'learning_rate': 0.1, 'n_estimators': 150}",0.9549883990719258,0.9595912679981421,0.957288765088208,0.0023014342150935573,24
51,17.284963369369507,0.02394843101501465,0.3239481449127197,0.059441566467285156,7,0.1,200,"{'base_estimator__max_depth': 7, 'learning_rate': 0.1, 'n_estimators': 200}",0.951276102088167,0.9535531816070599,0.952414113277623,0.0011385396367514537,34
52,3.277166724205017,0.8424345254898071,0.07793581485748291,0.011369109153747559,7,0.05,50,"{'base_estimator__max_depth': 7, 'learning_rate': 0.05, 'n_estimators': 50}",0.9540603248259861,0.9572689270784951,0.9556638811513464,0.0016043009533666139,27
53,6.184346675872803,1.3072259426116943,0.16766595840454102,0.02361273765563965,7,0.05,100,"{'base_estimator__max_depth': 7, 'learning_rate': 0.05, 'n_estimators': 100}",0.9554524361948956,0.9600557361820715,0.957753017641597,0.002301649745550127,20
54,10.019940257072449,2.0202373266220093,0.2626456022262573,0.030187487602233887,7,0.05,150,"{'base_estimator__max_depth': 7, 'learning_rate': 0.05, 'n_estimators': 150}",0.9549883990719258,0.9628425452856479,0.9589136490250696,0.003927072683659172,17
55,15.357429504394531,0.693418025970459,0.37790846824645996,0.0014369487762451172,7,0.05,200,"{'base_estimator__max_depth': 7, 'learning_rate': 0.05, 'n_estimators': 200}",0.9540603248259861,0.9614491407338597,0.957753017641597,0.0036944075558080786,20
56,2.30271577835083,0.052403926849365234,0.07868766784667969,0.008724451065063477,7,0.01,50,"{'base_estimator__max_depth': 7, 'learning_rate': 0.01, 'n_estimators': 50}",0.9443155452436195,0.9484440315838365,0.9463788300835655,0.0020642429476548795,48
57,6.000094056129456,1.1492806673049927,0.16549623012542725,0.021928906440734863,7,0.01,100,"{'base_estimator__max_depth': 7, 'learning_rate': 0.01, 'n_estimators': 100}",0.9484918793503481,0.9447282861124013,0.9466109563602599,0.0018817964161811323,47
58,9.242947816848755,1.6426136493682861,0.24860966205596924,0.03208363056182861,7,0.01,150,"{'base_estimator__max_depth': 7, 'learning_rate': 0.01, 'n_estimators': 150}",0.9466357308584686,0.9479795633999071,0.9473073351903436,0.0006719161983100131,46
59,13.280799746513367,2.457501530647278,0.3400684595108032,0.055519700050354004,7,0.01,200,"{'base_estimator__max_depth': 7, 'learning_rate': 0.01, 'n_estimators': 200}",0.9484918793503481,0.9521597770552717,0.9503249767873724,0.0018339486548258914,43
60,4.225367426872253,0.04846513271331787,0.09664368629455566,0.00019168853759765625,9,1,50,"{'base_estimator__max_depth': 9, 'learning_rate': 1, 'n_estimators': 50}",0.9619489559164733,0.9623780771017185,0.9621634168987929,0.0002145605695004224,12
61,7.720660924911499,1.8457331657409668,0.18564963340759277,0.03246784210205078,9,1,100,"{'base_estimator__max_depth': 9, 'learning_rate': 1, 'n_estimators': 100}",0.9633410672853828,0.9647004180213655,0.9640204271123491,0.000679675294745983,5
62,14.35387635231018,1.4873619079589844,0.3888171911239624,0.04496872425079346,9,1,150,"{'base_estimator__max_depth': 9, 'learning_rate': 1, 'n_estimators': 150}",0.962877030162413,0.9633070134695774,0.963091922005571,0.0002149916304135627,8
63,23.785478353500366,0.3893091678619385,0.5242170095443726,0.05568969249725342,9,1,200,"{'base_estimator__max_depth': 9, 'learning_rate': 1, 'n_estimators': 200}",0.9633410672853828,0.969809568044589,0.9665738161559888,0.0032342500310633534,1
64,6.62091863155365,0.40512216091156006,0.14277541637420654,0.031212210655212402,9,0.5,50,"{'base_estimator__max_depth': 9, 'learning_rate': 0.5, 'n_estimators': 50}",0.9610208816705337,0.9614491407338597,0.9612349117920148,0.00021412950858728212,14
65,8.606518864631653,0.5349932909011841,0.25588130950927734,0.05218029022216797,9,0.5,100,"{'base_estimator__max_depth': 9, 'learning_rate': 0.5, 'n_estimators': 100}",0.9577726218097448,0.9633070134695774,0.9605385329619313,0.002767195531708828,16
66,19.469640970230103,0.599609375,0.45029664039611816,0.003503084182739258,9,0.5,150,"{'base_estimator__max_depth': 9, 'learning_rate': 0.5, 'n_estimators': 150}",0.9563805104408353,0.9614491407338597,0.9589136490250696,0.002534314873401165,17
67,21.388532757759094,0.36564886569976807,0.38981425762176514,0.09024322032928467,9,0.5,200,"{'base_estimator__max_depth': 9, 'learning_rate': 0.5, 'n_estimators': 200}",0.9647331786542923,0.9642359498374361,0.9644846796657381,0.000248614381636118,3
68,4.272947907447815,0.7190512418746948,0.1154177188873291,0.015467643737792969,9,0.1,50,"{'base_estimator__max_depth': 9, 'learning_rate': 0.1, 'n_estimators': 50}",0.9638051044083527,0.9577333952624245,0.9607706592386258,0.003035854245804526,15
69,11.027949094772339,2.332204580307007,0.2615422010421753,0.023645520210266113,9,0.1,100,"{'base_estimator__max_depth': 9, 'learning_rate': 0.1, 'n_estimators': 100}",0.9563805104408353,0.9586623316302834,0.9575208913649025,0.0011409104717735588,23
70,19.304092526435852,0.7106550931930542,0.4327964782714844,0.0013377666473388672,9,0.1,150,"{'base_estimator__max_depth': 9, 'learning_rate': 0.1, 'n_estimators': 150}",0.962877030162413,0.9535531816070599,0.958217270194986,0.004661923775283226,19
71,21.19324243068695,1.6548584699630737,0.4307394027709961,0.0808866024017334,9,0.1,200,"{'base_estimator__max_depth': 9, 'learning_rate': 0.1, 'n_estimators': 200}",0.960092807424594,0.9540176497909894,0.9570566388115135,0.0030375784894569762,25
72,3.649119019508362,0.1944183111190796,0.08332657814025879,0.010562658309936523,9,0.05,50,"{'base_estimator__max_depth': 9, 'learning_rate': 0.05, 'n_estimators': 50}",0.960092807424594,0.9456572224802601,0.952878365831012,0.007217791694339961,31
73,5.028731346130371,2.5076138973236084,0.14328348636627197,0.05674111843109131,9,0.05,100,"{'base_estimator__max_depth': 9, 'learning_rate': 0.05, 'n_estimators': 100}",0.9596287703016241,0.9470506270320483,0.9533426183844012,0.006289070957044664,29
74,13.625037431716919,3.204721689224243,0.24024975299835205,0.025089144706726074,9,0.05,150,"{'base_estimator__max_depth': 9, 'learning_rate': 0.05, 'n_estimators': 150}",0.965661252900232,0.9498374361356247,0.957753017641597,0.007911907529675088,20
75,7.759091138839722,3.3924155235290527,0.17747628688812256,0.07226884365081787,9,0.05,200,"{'base_estimator__max_depth': 9, 'learning_rate': 0.05, 'n_estimators': 200}",0.9610208816705337,0.9516953088713423,0.9563602599814299,0.004662785897109451,26
76,2.4424140453338623,0.005255460739135742,0.07120978832244873,0.00022351741790771484,9,0.01,50,"{'base_estimator__max_depth': 9, 'learning_rate': 0.01, 'n_estimators': 50}",0.951276102088167,0.9372967951695309,0.9442896935933147,0.006989652706076508,52
77,6.270747184753418,1.24027419090271,0.16424918174743652,0.023868799209594727,9,0.01,100,"{'base_estimator__max_depth': 9, 'learning_rate': 0.01, 'n_estimators': 100}",0.951276102088167,0.9400836042731073,0.9456824512534819,0.005596248304448846,49
78,9.570717096328735,1.761991024017334,0.24933063983917236,0.03849446773529053,9,0.01,150,"{'base_estimator__max_depth': 9, 'learning_rate': 0.01, 'n_estimators': 150}",0.9554524361948956,0.9428704133766836,0.9491643454038997,0.0062910107311537405,45
79,11.297286033630371,1.0342075824737549,0.20827198028564453,0.07721519470214844,9,0.01,200,"{'base_estimator__max_depth': 9, 'learning_rate': 0.01, 'n_estimators': 200}",0.9624129930394432,0.9451927542963307,0.9538068709377902,0.008610118443684828,28
